Versuchsteilnehmer 1: Lukas Hein
Versuchsteilnehmer 2: Elias Schwarzkopf
Versuch: 133V1_520K_end_133_1V1_520K
Startzeit: 08.04.2025 12:34:37
Stoppzeit: 08.04.2025 12:49:35
Probennummer: 
Winkel: 
Frequenz: 
Strom: 
Magnetfeld: 
Temperatur: 133V1_520K_end_133_1V1_520K
Abgleich: 
Kommentar: 


Zeit (s)          	B(V)          	U_Hall(V)          	U_I(V)          	 Uxx(V)
0,000000000000	-0,015655242090	0,002705257613	4,889545303188	1,095904157072
0,100000000000	-0,015759249091	0,002693258308	4,889458570293	1,095921628427
0,200000000000	-0,015687714791	0,002738184341	4,889448968838	1,095939946247
0,300000000000	-0,015717075640	0,002806802220	4,889471547004	1,095970290256
0,400000000000	-0,015765127036	0,002806609501	4,889506526306	1,095945429361
0,500000000000	-0,015831897530	0,002790614430	4,889485015257	1,095979268937
0,600000000000	-0,015954634547	0,002858001370	4,889480829849	1,095922945348
0,700000000000	-0,015972803389	0,002849598281	4,889501399993	1,095972715155
0,800000000000	-0,015882525333	0,002874928568	4,889491012070	1,095934604915
0,900000000000	-0,015877546746	0,002861213362	4,889490466021	1,096016093402
1,000000000000	-0,015766359921	0,002885643967	4,889491569151	1,095959607592
1,100000000000	-0,015787610978	0,002883697305	4,889551495106	1,095942217359
1,200000000000	-0,015782744324	0,002869259564	4,889494846099	1,095949776919
1,300000000000	-0,015801422542	0,002946299027	4,889491012071	1,095918384305
1,400000000000	-0,015826154878	0,002906181249	4,889512950421	1,095987185386
1,500000000000	-0,015854835693	0,002974119743	4,889576769777	1,096044806753
1,600000000000	-0,015822942887	0,002980057061	4,889541858935	1,095996821391
1,700000000000	-0,015831897530	0,003042934236	4,889619370091	1,096077575661
1,800000000000	-0,015837107770	0,003056598828	4,889575360691	1,096077346278
1,900000000000	-0,015781186994	0,003102112752	4,889612524192	1,096035365414
2,000000000000	-0,015776190563	0,003118302489	4,889648862616	1,096018591626
2,100000000000	-0,015723371143	0,003166352590	4,889651068877	1,096009669399
2,200000000000	-0,015694268552	0,003147794414	4,889566938936	1,096025145408
2,300000000000	-0,015778713761	0,003186363299	4,889627267533	1,095970290256
2,400000000000	-0,015839002845	0,003195260517	4,889590039792	1,096003245395
2,500000000000	-0,015792574965	0,003147794415	4,889504676940	1,096048083643
2,600000000000	-0,015813306911	0,003175988565	4,889567555392	1,095967913374
2,700000000000	-0,015854835693	0,003229716429	4,889566938936	1,095972715155
2,800000000000	-0,015872792998	0,003244757311	4,889484523715	1,096012463840
2,900000000000	-0,015898745891	0,003257733758	4,889565628157	1,095976778500
3,000000000000	-0,016015533910	0,003196095634	4,889481279538	1,096044905059
3,100000000000	-0,016070266249	0,003198472508	4,889564343335	1,096028941410
3,200000000000	-0,016251338226	0,003239547071	4,889507953887	1,096034976080
3,300000000000	-0,016268574617	0,003228536752	4,889555895624	1,096041660937
3,400000000000	-0,016304259845	0,003127969287	4,889526698025	1,096035172694
3,500000000000	-0,016352921520	0,003076063498	4,889549407269	1,096061125669
3,600000000000	-0,016410737370	0,003066780842	4,889567555391	1,096077121438
3,700000000000	-0,016336537117	0,003042934236	4,889455522733	1,096123452132
3,800000000000	-0,016252354059	0,002981984257	4,889448837760	1,096080590400
3,900000000000	-0,016304259845	0,003004693039	4,889662953488	1,096080590400
4,000000000000	-0,016336700961	0,003027401822	4,889666197666	1,096113031619
4,100000000000	-0,016368981478	0,002947937143	4,889676765334	1,096032153412
4,200000000000	-0,016359475280	0,002918412773	4,889750447978	1,096090683224
4,300000000000	-0,016395094971	0,002939810803	4,889821918196	1,096103299253
4,400000000000	-0,016495662431	0,002936566692	4,889766767175	1,096116275741
4,500000000000	-0,016469709538	0,002861952121	4,889877069217	1,096093566888
4,600000000000	-0,016507097122	0,002816245476	4,889785975277	1,096115665461
4,700000000000	-0,016595410672	0,002800445072	4,889917572284	1,096090683224
4,800000000000	-0,016580009334	0,002690014196	4,889938708594	1,096100055131
4,900000000000	-0,016592985780	0,002722455314	4,889951685304	1,096083834522
5,000000000000	-0,016472953650	0,002641352519	4,889980882903	1,096171425813
5,100000000000	-0,016224441851	0,002578558078	4,890094332762	1,096154209483
5,200000000000	-0,015772913682	0,002561232789	4,890120743009	1,096130005914
5,300000000000	-0,014954709405	0,002534296831	4,890146335966	1,096210355276
5,400000000000	-0,013624623629	0,002557005613	4,890272858897	1,096161693448
5,500000000000	-0,011999323688	0,002582958507	4,890253393831	1,096155205204
5,600000000000	-0,010063841697	0,002543226168	4,890267783847	1,096199177509
5,700000000000	-0,007708510841	0,002561232789	4,890189558900	1,096198820620
5,800000000000	-0,005433241625	0,002563493837	4,890389649295	1,096255772983
5,900000000000	-0,002941763819	0,002544029166	4,890298812320	1,096203867032
6,000000000000	-0,000401624320	0,002605667290	4,890402626006	1,096265505348
6,100000000000	0,002300720783	0,002638108407	4,890435067783	1,096323899542
6,200000000000	0,004993333569	0,002764628767	4,890467509560	1,096304434811
6,300000000000	0,007789757951	0,002852219785	4,890581055780	1,096320655420
6,400000000000	0,010540764787	0,002969007809	4,890441556139	1,096398514346
6,500000000000	0,013278795194	0,003186363299	4,890642695157	1,096379049615
6,600000000000	0,015955187493	0,003416695236	4,890707578712	1,096408246712
6,700000000000	0,018612115139	0,003780035756	4,890769218088	1,096469885028
6,800000000000	0,021158742997	0,004123911606	4,890723799600	1,096550988075
6,900000000000	0,023676173864	0,004594307817	4,891041729017	1,096547743953
7,000000000000	0,026255242873	0,005168515605	4,891307751591	1,096602894026
7,100000000000	0,028899194139	0,005775164513	4,891761936474	1,096732658902
7,200000000000	0,031565854207	0,006524554341	4,892225853892	1,096807273706
7,300000000000	0,034060576355	0,007455614433	4,893062851754	1,097066803458
7,400000000000	0,036798606922	0,008487241993	4,893802524287	1,097264694894
7,500000000000	0,039419849473	0,009694051595	4,894753068380	1,097469074575
7,600000000000	0,042002162696	0,011124704919	4,896105890527	1,097683186621
7,700000000000	0,044620161169	0,012646193380	4,897322457215	1,097971913471
7,800000000000	0,047322506575	0,014398013789	4,898782337254	1,098276860931
7,900000000000	0,049921040410	0,016399630822	4,900394693666	1,098474752369
8,000000000000	0,052503353701	0,018407736089	4,901938922356	1,098893244097
8,100000000000	0,055030517101	0,020766205454	4,903635627424	1,099253341631
8,200000000000	0,057518751171	0,023231730527	4,905549692436	1,099571265580
8,300000000000	0,060127017409	0,025869193549	4,907116630419	1,099885945407
8,400000000000	0,062680133756	0,028762941436	4,908939858483	1,100297948893
8,500000000000	0,065213785446	0,031786453825	4,910905830404	1,100661290551
8,600000000000	0,067672822568	0,035011101183	4,912673907480	1,101050585184
8,700000000000	0,070125371481	0,038440127627	4,914523089030	1,101384729745
8,800000000000	0,072710929016	0,041950256903	4,916391735668	1,101722118428
8,900000000000	0,075092107488	0,045687474059	4,918257138149	1,102088704210
9,000000000000	0,077622515144	0,049573920410	4,920142005720	1,102390407552
9,100000000000	0,080139946367	0,053593375398	4,922026873311	1,102718063870
9,200000000000	0,082537345446	0,057606342202	4,923966891956	1,103032743701
9,300000000000	0,084866618178	0,061888570365	4,925764166774	1,103350667654
9,400000000000	0,087267261398	0,066326515964	4,927486825506	1,103652370998
9,500000000000	0,089697101645	0,070790414511	4,929355472287	1,103934609610
9,600000000000	0,092068547882	0,075374345266	4,930935387203	1,104207115856
9,700000000000	0,094534073397	0,080071820009	4,932862429235	1,104450425005
9,800000000000	0,096925574177	0,084879758474	4,934405412978	1,104699075486
9,900000000000	0,099365520580	0,089858022475	4,936264448319	1,104890854714
10,000000000000	0,101810617867	0,094894169890	4,937994719735	1,105092761158
10,100000000000	0,104191796515	0,100071773525	4,939613564875	1,105258211380
10,200000000000	0,106543778163	0,105304527144	4,941092910346	1,105433393967
10,300000000000	0,108922237028	0,110606554106	4,942771461511	1,105518298211
10,400000000000	0,111217773610	0,115897647062	4,944272109121	1,105619979162
10,500000000000	0,113560793841	0,121262317437	4,945936469185	1,105780515021
10,600000000000	0,115896554982	0,126790285602	4,947646151407	1,105897303413
10,700000000000	0,118316663068	0,132366915538	4,949086566801	1,106010847683
10,800000000000	0,120699349181	0,137843993887	4,950364150646	1,106055708319
10,900000000000	0,123150326819	0,143581813796	4,951997109169	1,106156383493
11,000000000000	0,125499128708	0,149421217124	4,953381859630	1,106218471491
11,100000000000	0,127938701530	0,155176273601	4,954851472685	1,106163321417
11,200000000000	0,130349077352	0,160983235973	4,956337306647	1,106134124319
11,300000000000	0,132889348778	0,166814906121	4,957599652735	1,106212999083
11,400000000000	0,135259540003	0,172714591451	4,959050789353	1,106166019499
11,500000000000	0,137593181359	0,178647432104	4,960441193094	1,106140612563
11,600000000000	0,139915966192	0,184561450567	4,961826457554	1,106130880197
11,700000000000	0,142287412733	0,190468980895	4,963133861727	1,106020580049
11,800000000000	0,144699230472	0,196434643203	4,964399320967	1,105983616719
11,900000000000	0,147037918282	0,202383774220	4,965754355446	1,105857667308
12,000000000000	0,149379043652	0,208357022210	4,967000923259	1,105767538533
12,100000000000	0,151662899199	0,214368364537	4,968194781200	1,105767538533
12,200000000000	0,154027857586	0,220438101003	4,969460011091	1,105595600067
12,300000000000	0,156378037250	0,226545914940	4,970625523443	1,105534682665
12,400000000000	0,158626789322	0,232605422213	4,971870115065	1,105356595000
12,500000000000	0,160963771291	0,238806272557	4,973265433361	1,105167375964
12,600000000000	0,163351438526	0,244950624031	4,974352233428	1,105047343450
12,700000000000	0,165687199966	0,251104707946	4,975549335600	1,104924066815
12,800000000000	0,168056844379	0,257273243014	4,976815679709	1,104741675067
12,900000000000	0,170395532330	0,263546559268	4,977928057845	1,104540746500
13,000000000000	0,172850201803	0,269849198212	4,979114688730	1,104395274931
13,100000000000	0,175182719187	0,276103850069	4,980263128244	1,104135745172
13,200000000000	0,177580118850	0,282280643292	4,981239626255	1,103957318464
13,300000000000	0,180017463719	0,288416737730	4,982612602325	1,103742223346
13,400000000000	0,182369843270	0,294677206527	4,983716187894	1,103432605824
13,500000000000	0,184827926616	0,300924600340	4,984759003910	1,103257243495
13,600000000000	0,187181409305	0,307197560436	4,985816874432	1,103021469574
13,700000000000	0,189583337953	0,313427384201	4,987049951744	1,102747260968
13,800000000000	0,191886330730	0,319655264651	4,988101491928	1,102500281703
13,900000000000	0,194344154582	0,325981304085	4,989250565479	1,102228105094
14,000000000000	0,196690240011	0,332297480530	4,990277386124	1,101962871600
14,100000000000	0,199046512989	0,338524143011	4,991315919436	1,101649944745
14,200000000000	0,201489234029	0,344849877464	4,992480708412	1,101410682721
14,300000000000	0,203807628224	0,351221482556	4,993456026792	1,101146925776
14,400000000000	0,206215682475	0,357458852005	4,994662884998	1,100750584205
14,500000000000	0,208693459712	0,363788331191	4,995638474955	1,100507932059
14,600000000000	0,210991916880	0,370046659932	4,996455213994	1,100194907872
14,700000000000	0,213434059837	0,376359964507	4,997677884312	1,099847015944
14,800000000000	0,215745310501	0,382574705716	4,998607390970	1,099478988334
14,900000000000	0,218173934565	0,388901070675	4,999689757585	1,099147795248
15,000000000000	0,220591819554	0,395298845856	5,000783285301	1,098807225712
15,100000000000	0,223104344816	0,401617359492	5,001697294603	1,098550362893
15,200000000000	0,225537847587	0,407886274838	5,002641479421	1,098153584299
