Versuchsteilnehmer 1: Lukas Hein
Versuchsteilnehmer 2: Elias Schwarzkopf
Versuch: 1
Startzeit: 08.04.2025 10:24:54
Stoppzeit: 08.04.2025 10:39:58
Probennummer: 
Winkel: 
Frequenz: 
Strom: 
Magnetfeld: 
Temperatur: 3_950K10_74V_ende4_03K10_46V
Abgleich: 
Kommentar: 


Zeit (s)          	B(V)          	U_Hall(V)          	U_I(V)          	 Uxx(V)
0,000000000000	-0,017181537983	0,003281771454	5,139360850429	1,147917597726
0,100000000000	-0,017076358412	0,003312883659	5,139279902213	1,147915174405
0,200000000000	-0,017168864747	0,003216608907	5,139322928593	1,147924546315
0,300000000000	-0,017162343430	0,003288408281	5,139298757015	1,147944532107
0,400000000000	-0,017083665856	0,003259208355	5,139358975066	1,147849177813
0,500000000000	-0,017157461203	0,003270710205	5,139351274227	1,147876244936
0,600000000000	-0,017110951563	0,003246652386	5,139282696706	1,147832112023
0,700000000000	-0,017050897052	0,003246100832	5,139342590305	1,147832793357
0,800000000000	-0,017014591812	0,003243440395	5,139359786191	1,147771083977
0,900000000000	-0,016883776150	0,003210055146	5,139378636777	1,147800024443
1,000000000000	-0,016930373389	0,003173386852	5,139399936965	1,147879489058
1,100000000000	-0,017059559696	0,003179200557	5,139411179181	1,147828900020
1,200000000000	-0,017054173932	0,003249377713	5,139424514105	1,147826239574
1,300000000000	-0,017040287746	0,003317316207	5,139382270625	1,147787143989
1,400000000000	-0,017014851367	0,003288700280	5,139355698112	1,147796747552
1,500000000000	-0,017170437650	0,003286930765	5,139348030045	1,147814606609
1,600000000000	-0,017202878766	0,003361545336	5,139240972023	1,147808118365
1,700000000000	-0,017264516887	0,003368033559	5,139351274228	1,147814606610
1,800000000000	-0,017204099323	0,003468279825	5,139282696706	1,147835324025
1,900000000000	-0,017263894279	0,003475482474	5,139267220408	1,147875392944
2,000000000000	-0,017358596124	0,003491309807	5,139202041832	1,147788653630
2,100000000000	-0,017355352012	0,003504286254	5,139237727840	1,147795141875
2,200000000000	-0,017345619677	0,003556192043	5,139143646547	1,147743235916
2,300000000000	-0,017335790983	0,003561427590	5,139215243406	1,147822476015
2,400000000000	-0,017381861975	0,003436159907	5,139159080991	1,147793470660
2,500000000000	-0,017455919472	0,003549703819	5,139143646547	1,147895709671
2,600000000000	-0,017501337035	0,003510774478	5,139107960540	1,147843803711
2,700000000000	-0,017582439826	0,003471845136	5,139143646548	1,147895709671
2,800000000000	-0,017579902352	0,003468279825	5,139118881550	1,147928472095
2,900000000000	-0,017621074246	0,003390283579	5,139119757567	1,148016299272
3,000000000000	-0,017689495509	0,003397230565	5,139146890730	1,147957347997
3,100000000000	-0,017900362764	0,003416695236	5,139179332554	1,147996277466
3,200000000000	-0,017773842411	0,003403718789	5,139215018562	1,148002765711
3,300000000000	-0,017724441979	0,003455431858	5,139080336808	1,148063376197
3,400000000000	-0,017663673691	0,003462374951	5,139175465752	1,147976976576
3,500000000000	-0,017660298504	0,003484821583	5,139211774380	1,148067648160
3,600000000000	-0,017546754598	0,003517262701	5,139111204722	1,148064404038
3,700000000000	-0,017546754598	0,003549703819	5,139085251262	1,148070892282
3,800000000000	-0,017583114344	0,003567851573	5,139089972994	1,148121192240
3,900000000000	-0,017663673691	0,003521358802	5,139211512223	1,148104775339
4,000000000000	-0,017660298504	0,003543215596	5,139198797650	1,148158483588
4,100000000000	-0,017715448402	0,003572412602	5,139078762897	1,148155239466
