Versuchsteilnehmer 1: Lukas Hein
Versuchsteilnehmer 2: Elias Schwarzkopf
Versuch: Gate_1_5V_LI_swiched_135_5V1_520K_end_134_7V1_520K
Startzeit: 08.04.2025 14:09:26
Stoppzeit: 08.04.2025 14:24:22
Probennummer: 
Winkel: 
Frequenz: 
Strom: 
Magnetfeld: 
Temperatur: Gate_1_5V_LI_swiched_135_5V1_520K_end_13
Abgleich: 
Kommentar: 


Zeit (s)          	B(V)          	U_Hall(V)          	U_I(V)          	 Uxx(V)
0,000000000000	-0,015570148777	5,412456725829	0,004639620733	0,251663114119
0,100000000000	-0,015514040128	5,412375182443	0,004674820773	0,251686158003
0,200000000000	-0,015540287615	5,412292122926	0,004669564786	0,251700725531
0,300000000000	-0,015494378845	5,412273596760	0,004674820773	0,251659942942
0,400000000000	-0,015459987822	5,412186124707	0,004643868851	0,251668605592
0,500000000000	-0,015422287475	5,412086810183	0,004625667564	0,251692711769
0,600000000000	-0,015353735136	5,412083434917	0,004655945941	0,251659451409
0,700000000000	-0,015379688029	5,412025521345	0,004659928811	0,251658969611
0,800000000000	-0,015304319779	5,411942624054	0,004704312699	0,251669773590
0,900000000000	-0,015302600228	5,411948431731	0,004692048730	0,251681453568
1,000000000000	-0,015294489138	5,411916408394	0,004697758937	0,251692711769
1,100000000000	-0,015321294020	5,411849853388	0,004678654723	0,251727577800
1,200000000000	-0,015411807947	5,411858493849	0,004647080843	0,251739269458
1,300000000000	-0,015327257942	5,411755837478	0,004655159490	0,251758249422
1,400000000000	-0,015267268319	5,411762131832	0,004656716819	0,251790661361
1,500000000000	-0,015206013366	5,411709960073	0,004655159490	0,251781187601
1,600000000000	-0,015217482448	5,411684399805	0,004675410612	0,251691892548
1,700000000000	-0,015302600228	5,411681830151	0,004672776778	0,251784237373
1,800000000000	-0,015307596660	5,411680467456	0,004763296550	0,251856555903
1,900000000000	-0,015360416079	5,411710738756	0,004756288567	0,251755329428
